"",,,,,,,3WAY,,DOUBLE CHANCE,1ST HALF 1X2,GG/NG
DATE,TIME,GAME ID,,MATCH,,,,,,,
"",,,,,,1,X,2,1X 12 X2,1 X 2,Yes No
03/08/2020,17:12,48745,PARIS SAINT-GERMAIN (CHELLOVEKK),vs,SSC NAPOLI (FEARGGWP),3.15,2.50,2.75,1.39 1.46 1.32,- - -,- -
03/08/2020,17:12,83599,FC BAYERN MUNICH (BLACKSTAR98),vs,REAL MADRID (SANE4EK8),2.20,2.95,3.40,1.28 1.35 1.56,- - -,- -
03/08/2020,17:20,85685,GAMBIT ESPORTS,vs,NFC NYANCAT FC,2.40,3.90,2.50,1.48 1.24 1.51,- - -,- -
03/08/2020,17:22,89516,FC GIRONDINS BORDEAUX (STDM),vs,OGC NICE (SPURSMAX),2.40,4.50,2.40,1.54 1.22 1.54,- - -,- -
03/08/2020,17:22,94240,PARIS SAINT GERMAIN (UNKNOWN),vs,LOSC LILLE (SPECIALIST),2.20,4.00,2.75,1.43 1.25 1.62,- - -,- -
03/08/2020,17:22,65353,OLYMPIQUE LYONNAIS (AVENTON),vs,AS MONACO FC (SIMA),2.10,4.20,2.95,1.39 1.24 1.69,- - -,- -
03/08/2020,17:22,88470,MONTPELLIER HSC (BOBBY),vs,AS SAINT-ETIENNE (OLOM),5.60,5.20,1.46,2.50 1.17 1.15,- - -,- -
03/08/2020,17:24,82165,REAL MADRID (SANE4EK8),vs,PARIS SAINT-GERMAIN (CHELLOVEKK),3.20,2.50,2.70,1.40 1.46 1.31,- - -,- -
03/08/2020,17:30,217697,BAYER 04 LEVERKUSEN (OLLE),vs,MANCHESTER UNITED FC (DM1TRENA),2.55,2.85,3.00,1.35 1.38 1.45,- - -,- -
03/08/2020,17:30,52899,CF VALENCIA (TAKA),vs,AJAX AMSTERDAM (INQUISITOR),2.30,2.55,3.90,1.24 1.44 1.52,- - -,- -
03/08/2020,17:36,59674,PARIS SAINT-GERMAIN (CHELLOVEKK),vs,FC BAYERN MUNICH (BLACKSTAR98),3.60,2.95,2.15,1.59 1.35 1.27,- - -,- -
03/08/2020,17:45,38473,PSG SHEMYAKIN ONZE,vs,VEG VEGA SQUADRON,3.50,4.33,1.82,1.87 1.21 1.28,- - -,- -
03/08/2020,17:48,78278,REAL MADRID (SANE4EK8),vs,SSC NAPOLI (FEARGGWP),3.00,2.70,2.65,1.42 1.40 1.35,- - -,- -
03/08/2020,18:00,92866,JELGAVA,vs,METTA,2.38,3.10,2.95,1.35 1.32 1.51,3.10 2.01 3.70,1.85 1.78
03/08/2020,18:00,70662,SPARTAKS,vs,RFS,4.40,4.20,1.64,2.04 1.20 1.19,4.40 2.60 2.09,1.45 2.44
03/08/2020,18:00,20550,BFC DAUGAVPILS,vs,TUKUMS 2000,1.48,4.20,6.00,1.12 1.19 2.31,1.98 2.41 5.80,1.78 1.86
03/08/2020,18:00,22895,AL WEHDAT,vs,AL SALT,1.32,4.33,9.00,1.06 1.15 2.55,1.85 2.26 8.60,2.39 1.45
03/08/2020,18:00,39713,AGROBIZNES VOLOCHISK,vs,MYKOLAIV,1.44,4.20,5.80,1.11 1.17 2.24,1.95 2.40 5.80,1.75 1.85
03/08/2020,18:00,93672,MFC METALURH ZAPORIZHYA,vs,PRYKARPATTYA,2.80,3.50,2.15,1.53 1.25 1.34,3.35 2.31 2.70,1.48 2.29
03/08/2020,18:00,217704,GIRNIK,vs,A. KRAMATORSK,2.30,3.25,2.75,1.35 1.28 1.47,2.95 2.17 3.35,1.60 2.06
03/08/2020,18:00,10276,RB SALZBURG,vs,NK BRAVO,1.05,12.00,23.00,- - -,1.25 4.60 14.00,- -
03/08/2020,18:00,65556,H HAIFA,vs,H. HADERA,2.00,3.30,3.50,1.27 1.29 1.67,2.65 2.11 4.10,1.77 1.87
03/08/2020,18:00,76278,RAKOW CZESTOCHOWA,vs,KORONA KIELCE,1.40,5.20,6.00,1.12 1.15 2.50,1.81 2.85 5.40,1.45 2.42
03/08/2020,18:10,59341,NFC NYANCAT FC,vs,WESTCOASTUNT,2.38,3.90,2.55,1.46 1.24 1.53,- - -,- -
03/08/2020,18:30,23793,LAHTI,vs,HONKA,4.10,3.30,1.92,1.80 1.32 1.24,4.80 2.09 2.60,1.95 1.77
03/08/2020,18:35,21771035,VEG VEGA SQUADRON,vs,GAMBIT ESPORTS,3.40,4.40,1.84,1.84 1.21 1.30,- - -,- -
03/08/2020,18:45,97634,QATAR SC,vs,UMM-SALAL,3.05,2.90,2.45,1.47 1.37 1.34,3.65 2.04 3.05,1.77 1.87
03/08/2020,19:00,26042,UMEAA,vs,DALKURD,2.55,3.20,2.85,1.42 1.34 1.49,3.20 2.13 3.50,1.74 1.98
03/08/2020,19:00,97692,AASANE,vs,TROMSO,3.15,3.50,2.20,1.63 1.31 1.35,3.70 2.26 2.80,1.62 2.17
03/08/2020,19:00,51816,GRORUD,vs,ULLENSAKER/KISA,2.05,3.80,3.25,1.33 1.27 1.72,2.55 2.45 3.70,1.47 2.49
03/08/2020,19:00,22883,KONGSVINGER,vs,OEYGARDEN FK,2.10,3.90,3.05,1.36 1.26 1.68,2.65 2.45 3.50,1.46 2.50
03/08/2020,19:00,60194,RAUFOSS,vs,STROMMEN,1.82,3.90,3.90,1.26 1.25 1.90,2.34 2.48 4.20,1.51 2.40
03/08/2020,19:00,30950,STJORDALS/BLINK,vs,JERV,2.45,3.75,2.60,1.48 1.27 1.52,2.95 2.50 3.05,1.40 2.75
03/08/2020,19:00,45182,SANDNES,vs,RANHEIM,4.10,4.20,1.73,2.02 1.23 1.24,4.30 2.65 2.20,1.43 2.65
03/08/2020,19:00,77363,HAM-KAM,vs,KFUM OSLO,2.80,3.80,2.25,1.60 1.27 1.42,3.20 2.55 2.75,1.38 2.80
03/08/2020,19:00,60937,VALMIERA,vs,VENTSPILS,2.75,3.30,2.40,1.49 1.30 1.39,3.40 2.14 3.05,1.66 2.00
03/08/2020,19:00,41434,METALIST 1925,vs,CHERNOMORETS,2.45,3.10,2.75,1.36 1.30 1.44,3.10 2.06 3.40,1.72 1.89
03/08/2020,19:00,23324,RUKH VINNYKY,vs,FC MINAJ,1.78,3.60,3.90,1.21 1.23 1.78,2.33 2.28 4.30,1.61 2.04
03/08/2020,19:00,89023,PARNU JALGPALLIKLUBI,vs,FLORA,51.00,15.00,1.01,- - -,27.00 5.40 1.15,- -
03/08/2020,19:00,62163,NFC NYANCAT FC,vs,PSG SHEMYAKIN ONZE,1.56,4.60,4.75,1.18 1.19 2.21,- - -,- -
03/08/2020,19:00,210569,HAPOEL TEL AVIV,vs,H. RAMAT GAN,1.64,3.90,4.75,1.18 1.22 2.04,2.18 2.31 5.00,1.72 1.93
03/08/2020,19:25,17731,WESTCOASTUNT,vs,GAMBIT ESPORTS,2.10,4.00,2.90,1.38 1.24 1.65,- - -,- -
03/08/2020,19:50,34500,PSG SHEMYAKIN ONZE,vs,WESTCOASTUNT,3.50,4.33,1.82,1.87 1.21 1.29,- - -,- -
03/08/2020,20:00,79437,ELFSBORG,vs,SIRIUS,1.91,3.75,3.90,1.27 1.29 1.87,2.47 2.36 4.30,1.63 2.14
03/08/2020,20:00,72424,NORRKOPING,vs,MJALLBY,1.44,4.80,6.50,1.13 1.19 2.65,1.96 2.60 6.20,1.74 1.97
03/08/2020,20:00,34733,BRAGE,vs,TRELLEBORG,2.25,3.30,3.15,1.35 1.32 1.60,2.90 2.16 3.80,1.73 2.00
03/08/2020,20:00,67496,ORGRYTE,vs,VASTERAS,2.60,3.40,2.65,1.46 1.32 1.48,3.20 2.22 3.25,1.64 2.13
03/08/2020,20:00,80074,GOTEBORG,vs,LINKOPING,1.33,4.75,7.00,1.08 1.14 2.50,1.78 2.60 6.60,1.75 1.86
03/08/2020,20:00,98438,LIEPAJA,vs,RIGA FC,6.40,4.10,1.48,2.31 1.20 1.12,6.40 2.27 2.02,1.99 1.67
03/08/2020,20:00,71803,ESKILSTUNA,vs,IK UPPSALA,1.29,5.20,7.50,1.07 1.12 2.70,1.70 2.75 6.80,1.66 1.97
03/08/2020,20:00,44606,KVIK-HALDEN,vs,VALERENGA 2,1.25,5.80,9.50,1.06 1.11 3.15,1.63 2.85 7.80,1.77 1.87
03/08/2020,20:15,31140,VEG VEGA SQUADRON,vs,NFC NYANCAT FC,3.15,4.10,1.98,1.73 1.23 1.33,- - -,- -
03/08/2020,20:30,79257,UNIVERSITATEA CRAIOVA,vs,CFR CLUJ,2.90,3.05,2.60,1.48 1.37 1.40,3.70 1.98 3.40,1.98 1.74
03/08/2020,20:30,35157,RAMTHA,vs,AL AHLI,1.38,4.20,7.50,1.08 1.16 2.40,1.85 2.41 7.00,1.93 1.69
"",,,,,,,3WAY,,DOUBLE CHANCE,1ST HALF 1X2,GG/NG
DATE,TIME,GAME ID,,MATCH,,,,,,,
"",,,,,,1,X,2,1X 12 X2,1 X 2,Yes No
03/08/2020,21:00,38077,RODA,vs,EINDHOVEN,2.10,3.90,3.05,1.36 1.26 1.70,2.80 2.55 3.00,1.39 2.75
03/08/2020,21:30,94497,YOUNG BOYS BERN,vs,ST. GALLEN,1.64,4.80,4.40,1.23 1.20 2.21,2.05 2.95 4.30,1.30 3.25
03/08/2020,21:30,96776,ZURICH,vs,THUN,4.33,4.50,1.68,2.14 1.22 1.23,4.40 2.75 2.15,1.42 2.70
03/08/2020,21:30,16832,NEUCHATEL XAMAX,vs,LUGANO,3.50,4.10,1.94,1.84 1.26 1.32,3.80 2.60 2.42,1.40 2.75
03/08/2020,21:30,59173,BASEL,vs,LUZERN,1.68,4.40,4.40,1.22 1.23 2.14,2.13 2.75 4.40,1.40 2.70
03/08/2020,21:30,89210,SERVETTE,vs,SION,2.55,3.75,2.55,1.51 1.29 1.51,3.05 2.47 3.05,1.44 2.60
03/08/2020,21:30,77371,LONGFORD TOWN,vs,BRAY WANDERERS,1.94,3.25,4.00,1.23 1.31 1.76,2.65 2.02 4.80,2.02 1.68
03/08/2020,21:45,20050,ROSS COUNTY,vs,MOTHERWELL,3.60,3.50,2.05,1.75 1.31 1.31,4.20 2.17 2.75,1.79 1.91
03/08/2020,21:45,35863,ST. PATRICKS,vs,DERRY CITY,2.15,3.10,3.60,1.29 1.36 1.65,3.00 1.93 4.60,2.16 1.62
03/08/2020,21:45,217653,GALWAY UTD,vs,ATHLONE TOWN,1.35,4.80,8.50,1.08 1.16 2.80,1.84 2.44 7.80,2.10 1.63
03/08/2020,22:00,16688,CSA AL,vs,MURICI,1.34,4.20,10.00,1.06 1.18 2.70,- - -,2.70 1.37
03/08/2020,23:00,65061,INTERNACIONAL (LUIS_F),vs,ALIANZA LIMA (DRE_S),2.38,4.20,2.50,1.50 1.24 1.55,- - -,- -
03/08/2020,23:20,66006,UNIVERSIDAD CATOLICA (CASSIANO_F),vs,RACING ARG (VINICAI_),1.12,11.00,13.00,1.04 1.05 5.00,- - -,- -
03/08/2020,23:20,35769,VASCO DA GAMA (AU_GUSTO),vs,UNIVERSIDAD DE CHILE (LIMA_R),11.00,9.00,1.17,4.20 1.07 1.06,- - -,- -
03/08/2020,23:40,21767831,RACING ARG (VINICAI_),vs,ATLETICO MINEIRO MG (DDANIEL),7.50,7.00,1.29,3.30 1.11 1.10,- - -,- -
03/08/2020,23:40,92719,SANTOS (F_MATHI),vs,INTERNACIONAL (LUIS_F),1.12,11.00,13.00,1.04 1.05 5.00,- - -,- -
04/08/2020,00:00,21768071,ALIANZA LIMA (DRE_S),vs,VASCO DA GAMA (AU_GUSTO),2.55,4.50,2.20,1.61 1.21 1.48,- - -,- -
04/08/2020,00:00,89768,UNIVERSIDAD DE CHILE (LIMA_R),vs,UNIVERSIDAD CATOLICA (CASSIANO_F),2.20,4.20,2.70,1.45 1.23 1.62,- - -,- -
04/08/2020,00:20,75138,INTERNACIONAL (LUIS_F),vs,ATLETICO MINEIRO MG (DDANIEL),4.10,5.20,1.62,2.18 1.17 1.23,- - -,- -
04/08/2020,00:20,81887,VASCO DA GAMA (AU_GUSTO),vs,SANTOS (F_MATHI),6.40,6.60,1.33,3.00 1.12 1.12,- - -,- -
04/08/2020,00:40,45921,UNIVERSIDAD CATOLICA (CASSIANO_F),vs,ALIANZA LIMA (DRE_S),1.54,5.20,4.60,1.19 1.17 2.32,- - -,- -
04/08/2020,00:40,39978,UNIVERSIDAD DE CHILE (LIMA_R),vs,RACING ARG (VINICAI_),1.04,19.00,23.00,- - -,- - -,- -
04/08/2020,01:00,63887,ATLETICO MINEIRO MG (DDANIEL),vs,VASCO DA GAMA (AU_GUSTO),4.40,4.40,1.64,2.13 1.21 1.21,- - -,- -
04/08/2020,01:00,97773,SANTOS (F_MATHI),vs,UNIVERSIDAD CATOLICA (CASSIANO_F),2.05,3.80,3.20,1.34 1.27 1.71,- - -,- -
04/08/2020,01:20,78643,ALIANZA LIMA (DRE_S),vs,UNIVERSIDAD DE CHILE (LIMA_R),19.00,15.00,1.06,6.20 1.02 1.02,- - -,- -
04/08/2020,01:20,98738,INTERNACIONAL (LUIS_F),vs,RACING ARG (VINICAI_),2.05,3.75,3.25,1.33 1.27 1.71,- - -,- -
04/08/2020,01:40,55090,UNIVERSIDAD CATOLICA (CASSIANO_F),vs,ATLETICO MINEIRO MG (DDANIEL),1.64,5.00,4.00,1.24 1.19 2.13,- - -,- -
04/08/2020,01:40,15775,UNIVERSIDAD DE CHILE (LIMA_R),vs,SANTOS (F_MATHI),1.54,5.20,4.60,1.19 1.17 2.32,- - -,- -
04/08/2020,02:00,92575,RACING ARG (VINICAI_),vs,ALIANZA LIMA (DRE_S),5.00,5.50,1.48,2.45 1.16 1.18,- - -,- -
04/08/2020,02:00,56666,VASCO DA GAMA (AU_GUSTO),vs,INTERNACIONAL (LUIS_F),1.80,4.20,3.75,1.27 1.23 1.93,- - -,- -
04/08/2020,02:20,40585,ATLETICO MINEIRO MG (DDANIEL),vs,UNIVERSIDAD DE CHILE (LIMA_R),11.00,9.00,1.17,4.20 1.07 1.06,- - -,- -
04/08/2020,02:20,54085,SANTOS (F_MATHI),vs,ALIANZA LIMA (DRE_S),1.29,6.50,8.00,1.09 1.12 3.30,- - -,- -
04/08/2020,02:40,93182,INTERNACIONAL (LUIS_F),vs,UNIVERSIDAD CATOLICA (CASSIANO_F),7.00,6.20,1.33,3.00 1.13 1.11,- - -,- -
04/08/2020,02:40,65271,VASCO DA GAMA (AU_GUSTO),vs,RACING ARG (VINICAI_),1.33,6.20,7.00,1.11 1.13 3.00,- - -,- -
04/08/2020,03:00,60351,ATLAS,vs,UNAM PUMAS,2.55,3.40,2.70,1.45 1.31 1.49,3.10 2.26 3.25,1.59 2.21
04/08/2020,03:00,54448,CRB AL,vs,ASA AL,1.52,3.80,6.20,1.12 1.23 2.21,- - -,2.20 1.55
04/08/2020,03:00,78634,ALIANZA LIMA (DRE_S),vs,ATLETICO MINEIRO MG (DDANIEL),3.30,3.60,2.05,1.71 1.29 1.32,- - -,- -
04/08/2020,03:00,83717,RACING ARG (VINICAI_),vs,SANTOS (F_MATHI),23.00,19.00,1.04,- - -,- - -,- -
04/08/2020,03:20,39859,UNIVERSIDAD DE CHILE (LIMA_R),vs,INTERNACIONAL (LUIS_F),1.22,8.00,8.50,1.08 1.09 3.70,- - -,- -
04/08/2020,04:00,53040,PORTLAND TIMBERS II,vs,SEATTLE SOUNDERS II,1.75,4.00,3.90,1.23 1.22 1.89,2.15 2.70 3.90,1.33 2.90
04/08/2020,05:00,72844,LEON,vs,MONTERREY,2.30,3.60,2.88,1.40 1.30 1.57,2.90 2.32 3.40,1.55 2.31
04/08/2020,12:30,15163,W. SYDNEY,vs,PERTH GLORY FC,2.75,3.40,2.55,1.51 1.34 1.45,3.40 2.20 3.20,1.68 2.07
04/08/2020,13:00,42728,SHENZHEN HONZUAN,vs,GUANGZHOU EVERGRANDE,11.00,7.00,1.22,4.00 1.10 1.06,8.60 3.25 1.58,1.70 2.03
04/08/2020,15:00,47467,JIANGSU SUNING,vs,DALIAN YIFANG,1.76,3.90,4.33,1.23 1.27 2.01,2.32 2.42 4.60,1.61 2.17
04/08/2020,18:00,36116,SHABAB AL ORDUN,vs,AL FAISALY (JOR),2.50,3.25,2.55,1.41 1.28 1.41,3.15 2.13 3.20,1.64 1.99
04/08/2020,18:00,72929,DINAMO B.,vs,AFC HERMANNSTADT,2.20,3.20,3.30,1.31 1.33 1.60,2.85 2.10 3.95,1.79 1.92
